City,District,SEGE_2022_Rank_Turkiye,Rank_Within_City,Dominant_Age_Groups,Population_Gender_Ratio,Household_Expenditure_Highlights,Business_Openings_2023,Business_Closures_2023,Key_Trends,Key_Opportunities,Key_Challenges
Kocaeli,Karamürsel,598,14,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",17,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kocaeli,Kartepe,601,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",22,14,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kocaeli,Körfez,887,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",5,22,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Ahırlı,538,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",25,16,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Akören,689,5,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",11,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Akşehir,533,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",25,13,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Altınekin,571,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Beyşehir,632,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",24,30,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Bozkır,697,16,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,23,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Cihanbeyli,703,16,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",5,10,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Çeltik,829,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,28,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Çumra,631,16,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",12,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Derbent,744,19,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Derebucak,501,5,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",15,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Doğanhisar,872,5,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",24,10,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Emirgazi,556,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,10,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Ereğli,508,12,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",25,22,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Güneysınır,580,5,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",7,29,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Hadim,589,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Halkapınar,684,13,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,14,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Hüyük,773,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",6,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Ilgın,508,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",9,24,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Kadınhanı,826,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",17,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Karapınar,760,19,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,19,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Karatay,758,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",5,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Kulu,535,12,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",17,22,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Meram,502,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",24,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Sarayönü,734,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,26,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Selçuklu,656,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",25,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Seydişehir,507,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",24,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Taşkent,824,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",15,13,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Tuzlukçu,605,7,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,19,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Yalıhüyük,917,19,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",6,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Konya,Yunak,674,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,26,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Altıntaş,610,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",13,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Aslanapa,936,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,30,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Çavdarhisar,905,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",7,24,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Domaniç,576,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,30,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Dumlupınar,952,5,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",12,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Emet,595,10,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",13,13,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Gediz,777,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",12,10,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Hisarcık,732,13,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",19,26,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,İscehisar,744,8,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,19,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Merkez,594,1,"Mixed Population, slight aging trend",Balanced,"Focus on basic necessities, local retail, and agriculture-related products.",24,60,"Stagnant local economy, with some growth from being the provincial administrative center.","Modernizing local agriculture, government service support, local product branding.","Limited employment opportunities, brain drain to larger cities, underdeveloped infrastructure."
Kütahya,Pazarlar,653,13,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",8,23,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Simav,706,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",10,11,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Şaphane,874,8,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",8,19,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kütahya,Tavşanlı,606,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,13,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Akçadağ,702,10,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",13,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Arapgir,868,9,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",8,26,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Arguvan,502,7,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",22,13,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Battalgazi,832,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,14,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Darende,880,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",12,21,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Doğanşehir,592,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",5,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Doğanyol,620,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,12,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Hekimhan,779,11,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",6,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Kale,882,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",6,25,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Kuluncak,605,16,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",6,21,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Pütürge,725,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",7,15,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Yazıhan,622,10,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",8,24,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Malatya,Yeşilyurt,674,10,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,10,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Ahmetli,842,10,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",10,23,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Akhisar,804,19,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,28,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Alaşehir,727,14,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,29,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Demirci,525,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,20,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Gölmarmara,594,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",23,29,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Gördes,643,10,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Kırkağaç,644,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",8,24,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Köprübaşı,941,5,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",9,12,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Kula,901,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,26,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Salihli,813,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",23,22,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Sarıgöl,881,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",20,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Saruhanlı,931,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,20,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Selendi,648,20,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,21,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Soma,691,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",22,25,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Şehzadeler,902,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",15,30,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Turgutlu,602,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",23,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Manisa,Yunusemre,913,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",7,17,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Afşin,602,7,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",15,11,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Andırın,578,11,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",21,28,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Çağlayancerit,913,17,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",17,12,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Dulkadiroğlu,556,12,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",17,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Ekinözü,850,12,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",7,14,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Elbistan,558,12,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",14,29,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Göksun,636,11,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",17,15,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Nurhak,879,6,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",11,18,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Onikişubat,789,14,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",15,14,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Pazarcık,917,14,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",10,20,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Kahramanmaraş,Türkoğlu,572,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",18,11,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Artuklu,953,15,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",9,10,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Dargeçit,527,19,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",9,27,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
Mardin,Derik,943,18,Aging Population (55+),Slight Male Majority due to female migration,"Overwhelmingly focused on agricultural supplies, healthcare, and basic food items.",23,15,"Economic contraction, decline of small-scale farming, population decline.","Government subsidies for agriculture, niche organic farming, rural tourism.","Outward migration of youth, lack of economic diversification, poor infrastructure."
